MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA,AUC
PCA,appendicitis,_delaunay_area_4,SGD,area,4,0.8640000000000001,0.876,0.532,0.8520000000000001,0.5700000000000001,0.43000000000000005,0.7041176470588235
PCA,appendicitis,_delaunay_area_4,SVM,area,4,0.6460000000000001,0.792,0.196,0.7059999999999998,0.0,0.0,0.49411764705882355
PCA,appendicitis,_delaunay_area_9,ABC,area,9,0.778,0.744,0.49799999999999994,0.746,0.516,0.344,0.621764705882353
PCA,appendicitis,_delaunay_area_9,DTREE,area,9,0.736,0.6699999999999999,0.508,0.696,0.514,0.33999999999999997,0.5888235294117646
PCA,appendicitis,_delaunay_area_9,GNB,area,9,0.7939999999999999,0.764,0.5800000000000001,0.772,0.634,0.442,0.6717647058823528
PCA,appendicitis,_delaunay_area_9,KNN,area,9,0.78,0.754,0.4640000000000001,0.756,0.55,0.32799999999999996,0.6085294117647059
PCA,appendicitis,_delaunay_area_9,LRG,area,9,0.782,0.8280000000000001,0.40599999999999997,0.792,0.394,0.27599999999999997,0.6173529411764707
PCA,appendicitis,_delaunay_area_9,MLP,area,9,0.8699999999999999,0.8460000000000001,0.668,0.844,0.7260000000000001,0.5539999999999999,0.7579411764705882
PCA,appendicitis,_delaunay_area_9,QDA,area,9,0.8480000000000001,0.8379999999999999,0.6639999999999999,0.836,0.724,0.5439999999999999,0.7520588235294117
PCA,appendicitis,_delaunay_area_9,RF,area,9,0.8099999999999999,0.8019999999999999,0.578,0.8,0.65,0.45599999999999996,0.6902941176470587
PCA,appendicitis,_delaunay_area_9,SGD,area,9,0.8400000000000001,0.678,0.6639999999999999,0.6679999999999999,0.58,0.372,0.6711764705882353
PCA,appendicitis,_delaunay_area_9,SVM,area,9,0.6460000000000001,0.792,0.196,0.7059999999999998,0.0,0.0,0.49411764705882355
PCA,appendicitis,_delaunay_area_volume_ratio_1,ABC,area_volume_ratio,1,0.8160000000000001,0.7939999999999999,0.616,0.796,0.674,0.47800000000000004,0.7035294117647058
PCA,appendicitis,_delaunay_area_volume_ratio_1,DTREE,area_volume_ratio,1,0.7460000000000001,0.688,0.514,0.7,0.49399999999999994,0.314,0.6005882352941176
PCA,appendicitis,_delaunay_area_volume_ratio_1,GNB,area_volume_ratio,1,0.7939999999999999,0.754,0.58,0.764,0.6279999999999999,0.434,0.6658823529411764
PCA,appendicitis,_delaunay_area_volume_ratio_1,KNN,area_volume_ratio,1,0.776,0.744,0.4620000000000001,0.748,0.546,0.32599999999999996,0.6026470588235294
PCA,appendicitis,_delaunay_area_volume_ratio_1,LRG,area_volume_ratio,1,0.768,0.812,0.4,0.7799999999999999,0.39,0.26799999999999996,0.6055882352941176
PCA,appendicitis,_delaunay_area_volume_ratio_1,MLP,area_volume_ratio,1,0.8620000000000001,0.8280000000000001,0.6639999999999999,0.828,0.716,0.54,0.7461764705882353
PCA,appendicitis,_delaunay_area_volume_ratio_1,QDA,area_volume_ratio,1,0.818,0.7919999999999999,0.652,0.7959999999999999,0.6960000000000001,0.504,0.7226470588235293
PCA,appendicitis,_delaunay_area_volume_ratio_1,RF,area_volume_ratio,1,0.782,0.7719999999999999,0.534,0.774,0.602,0.398,0.6535294117647059
PCA,appendicitis,_delaunay_area_volume_ratio_1,SGD,area_volume_ratio,1,0.874,0.754,0.7300000000000001,0.764,0.7,0.49800000000000005,0.7423529411764707
PCA,appendicitis,_delaunay_area_volume_ratio_1,SVM,area_volume_ratio,1,0.648,0.8019999999999999,0.198,0.71,0.0,0.0,0.5
PCA,appendicitis,_delaunay_area_volume_ratio_4,ABC,area_volume_ratio,4,0.8320000000000001,0.78,0.622,0.786,0.672,0.466,0.7026470588235294
PCA,appendicitis,_delaunay_area_volume_ratio_4,DTREE,area_volume_ratio,4,0.8099999999999999,0.77,0.638,0.776,0.6680000000000001,0.476,0.7058823529411764
PCA,appendicitis,_delaunay_area_volume_ratio_4,GNB,area_volume_ratio,4,0.806,0.782,0.5860000000000001,0.7860000000000001,0.642,0.454,0.6835294117647057
PCA,appendicitis,_delaunay_area_volume_ratio_4,KNN,area_volume_ratio,4,0.79,0.764,0.502,0.764,0.5860000000000001,0.362,0.6335294117647059
PCA,appendicitis,_delaunay_area_volume_ratio_4,LRG,area_volume_ratio,4,0.85,0.858,0.564,0.8380000000000001,0.586,0.458,0.7114705882352942
PCA,appendicitis,_delaunay_area_volume_ratio_4,MLP,area_volume_ratio,4,0.8620000000000001,0.8200000000000001,0.6980000000000002,0.8240000000000001,0.734,0.5700000000000001,0.7594117647058823
PCA,appendicitis,_delaunay_area_volume_ratio_4,QDA,area_volume_ratio,4,0.8400000000000001,0.8280000000000001,0.6619999999999999,0.828,0.718,0.538,0.7461764705882352
PCA,appendicitis,_delaunay_area_volume_ratio_4,RF,area_volume_ratio,4,0.8119999999999999,0.7919999999999999,0.538,0.788,0.608,0.404,0.6652941176470588
PCA,appendicitis,_delaunay_area_volume_ratio_4,SGD,area_volume_ratio,4,0.78,0.772,0.536,0.75,0.442,0.336,0.6535294117647059
PCA,appendicitis,_delaunay_area_volume_ratio_4,SVM,area_volume_ratio,4,0.648,0.8019999999999999,0.198,0.71,0.0,0.0,0.5
PCA,appendicitis,_delaunay_area_volume_ratio_9,ABC,area_volume_ratio,9,0.8200000000000001,0.8220000000000001,0.516,0.804,0.5980000000000001,0.386,0.6688235294117647
PCA,appendicitis,_delaunay_area_volume_ratio_9,DTREE,area_volume_ratio,9,0.7460000000000001,0.708,0.4879999999999999,0.716,0.548,0.31999999999999995,0.5982352941176471
PCA,appendicitis,_delaunay_area_volume_ratio_9,GNB,area_volume_ratio,9,0.7859999999999999,0.746,0.576,0.756,0.624,0.426,0.6599999999999999
PCA,appendicitis,_delaunay_area_volume_ratio_9,KNN,area_volume_ratio,9,0.7899999999999999,0.764,0.502,0.764,0.5860000000000001,0.362,0.6335294117647059
PCA,appendicitis,_delaunay_area_volume_ratio_9,LRG,area_volume_ratio,9,0.818,0.8220000000000001,0.47800000000000004,0.806,0.524,0.36,0.6497058823529411
PCA,appendicitis,_delaunay_area_volume_ratio_9,MLP,area_volume_ratio,9,0.8620000000000001,0.8280000000000001,0.6639999999999999,0.828,0.716,0.54,0.7461764705882353
PCA,appendicitis,_delaunay_area_volume_ratio_9,QDA,area_volume_ratio,9,0.8119999999999999,0.798,0.618,0.8019999999999999,0.672,0.48599999999999993,0.7094117647058823
PCA,appendicitis,_delaunay_area_volume_ratio_9,RF,area_volume_ratio,9,0.768,0.762,0.49400000000000005,0.758,0.508,0.352,0.6285294117647059
PCA,appendicitis,_delaunay_area_volume_ratio_9,SGD,area_volume_ratio,9,0.756,0.6159999999999999,0.642,0.606,0.532,0.322,0.63
PCA,appendicitis,_delaunay_area_volume_ratio_9,SVM,area_volume_ratio,9,0.6900000000000001,0.8019999999999999,0.23600000000000004,0.726,0.1,0.052000000000000005,0.5191176470588236
PCA,appendicitis,_delaunay_aspect_ratio_1,ABC,aspect_ratio,1,0.792,0.744,0.528,0.7539999999999999,0.592,0.39599999999999996,0.6358823529411763
PCA,appendicitis,_delaunay_aspect_ratio_1,DTREE,aspect_ratio,1,0.7220000000000001,0.658,0.442,0.674,0.44800000000000006,0.264,0.5497058823529412
PCA,appendicitis,_delaunay_aspect_ratio_1,GNB,aspect_ratio,1,0.772,0.7539999999999999,0.542,0.756,0.534,0.386,0.6467647058823529
PCA,appendicitis,_delaunay_aspect_ratio_1,KNN,aspect_ratio,1,0.756,0.744,0.462,0.744,0.484,0.31399999999999995,0.6026470588235294
PCA,appendicitis,_delaunay_aspect_ratio_1,LRG,aspect_ratio,1,0.772,0.808,0.402,0.782,0.39,0.27199999999999996,0.6055882352941178
PCA,appendicitis,_delaunay_aspect_ratio_1,MLP,aspect_ratio,1,0.828,0.79,0.624,0.7939999999999999,0.68,0.48,0.7085294117647059
PCA,appendicitis,_delaunay_aspect_ratio_1,QDA,aspect_ratio,1,0.8220000000000001,0.8019999999999999,0.6559999999999999,0.8039999999999999,0.702,0.514,0.7285294117647059
PCA,appendicitis,_delaunay_aspect_ratio_1,RF,aspect_ratio,1,0.792,0.752,0.5399999999999999,0.758,0.602,0.386,0.6467647058823529
PCA,appendicitis,_delaunay_aspect_ratio_1,SGD,aspect_ratio,1,0.756,0.724,0.44799999999999995,0.666,0.246,0.184,0.5858823529411764
PCA,appendicitis,_delaunay_aspect_ratio_1,SVM,aspect_ratio,1,0.648,0.8019999999999999,0.198,0.71,0.0,0.0,0.5
PCA,appendicitis,_delaunay_aspect_ratio_4,ABC,aspect_ratio,4,0.76,0.746,0.422,0.74,0.4539999999999999,0.272,0.583529411764706
PCA,appendicitis,_delaunay_aspect_ratio_4,DTREE,aspect_ratio,4,0.764,0.716,0.53,0.7299999999999999,0.586,0.364,0.6232352941176471
PCA,appendicitis,_delaunay_aspect_ratio_4,GNB,aspect_ratio,4,0.798,0.764,0.5820000000000001,0.772,0.632,0.43600000000000005,0.6717647058823528
PCA,appendicitis,_delaunay_aspect_ratio_4,KNN,aspect_ratio,4,0.7779999999999999,0.744,0.462,0.748,0.546,0.32199999999999995,0.6026470588235294
PCA,appendicitis,_delaunay_aspect_ratio_4,LRG,aspect_ratio,4,0.78,0.8099999999999999,0.43800000000000006,0.79,0.48,0.30999999999999994,0.6247058823529412
PCA,appendicitis,_delaunay_aspect_ratio_4,MLP,aspect_ratio,4,0.8699999999999999,0.858,0.642,0.85,0.712,0.534,0.7497058823529411
PCA,appendicitis,_delaunay_aspect_ratio_4,QDA,aspect_ratio,4,0.828,0.792,0.6900000000000001,0.7979999999999998,0.7220000000000001,0.534,0.7417647058823529
PCA,appendicitis,_delaunay_aspect_ratio_4,RF,aspect_ratio,4,0.7619999999999999,0.762,0.466,0.7540000000000001,0.488,0.31999999999999995,0.6144117647058824
PCA,appendicitis,_delaunay_aspect_ratio_4,SGD,aspect_ratio,4,0.806,0.748,0.562,0.736,0.52,0.356,0.655
PCA,appendicitis,_delaunay_aspect_ratio_4,SVM,aspect_ratio,4,0.644,0.782,0.194,0.702,0.0,0.0,0.488235294117647
PCA,appendicitis,_delaunay_aspect_ratio_9,ABC,aspect_ratio,9,0.768,0.754,0.5,0.756,0.5800000000000001,0.356,0.6276470588235294
PCA,appendicitis,_delaunay_aspect_ratio_9,DTREE,aspect_ratio,9,0.78,0.742,0.566,0.756,0.6260000000000001,0.418,0.655
PCA,appendicitis,_delaunay_aspect_ratio_9,GNB,aspect_ratio,9,0.798,0.764,0.5820000000000001,0.772,0.632,0.43600000000000005,0.6717647058823528
PCA,appendicitis,_delaunay_aspect_ratio_9,KNN,aspect_ratio,9,0.796,0.762,0.4960000000000001,0.7659999999999999,0.5700000000000001,0.364,0.6285294117647059
PCA,appendicitis,_delaunay_aspect_ratio_9,LRG,aspect_ratio,9,0.782,0.82,0.44000000000000006,0.7939999999999999,0.48,0.30999999999999994,0.6305882352941177
PCA,appendicitis,_delaunay_aspect_ratio_9,MLP,aspect_ratio,9,0.86,0.8400000000000001,0.636,0.834,0.7020000000000001,0.516,0.7379411764705882
PCA,appendicitis,_delaunay_aspect_ratio_9,QDA,aspect_ratio,9,0.826,0.8,0.6539999999999999,0.8039999999999999,0.7020000000000002,0.51,0.7285294117647059
PCA,appendicitis,_delaunay_aspect_ratio_9,RF,aspect_ratio,9,0.79,0.78,0.536,0.78,0.6140000000000001,0.40599999999999997,0.6594117647058824
PCA,appendicitis,_delaunay_aspect_ratio_9,SGD,aspect_ratio,9,0.798,0.8100000000000002,0.5439999999999999,0.798,0.558,0.41600000000000004,0.6770588235294118
PCA,appendicitis,_delaunay_aspect_ratio_9,SVM,aspect_ratio,9,0.644,0.7819999999999999,0.194,0.702,0.0,0.0,0.488235294117647
PCA,appendicitis,_delaunay_edge_ratio_1,ABC,edge_ratio,1,0.82,0.772,0.6100000000000001,0.7779999999999999,0.66,0.45199999999999996,0.6917647058823528
PCA,appendicitis,_delaunay_edge_ratio_1,DTREE,edge_ratio,1,0.76,0.724,0.524,0.736,0.534,0.37,0.6241176470588234
PCA,appendicitis,_delaunay_edge_ratio_1,GNB,edge_ratio,1,0.8019999999999999,0.774,0.584,0.7780000000000001,0.6359999999999999,0.44000000000000006,0.6776470588235293
PCA,appendicitis,_delaunay_edge_ratio_1,KNN,edge_ratio,1,0.804,0.764,0.504,0.766,0.584,0.364,0.6335294117647059
PCA,appendicitis,_delaunay_edge_ratio_1,LRG,edge_ratio,1,0.8480000000000001,0.85,0.522,0.834,0.624,0.4119999999999999,0.6864705882352942
PCA,appendicitis,_delaunay_edge_ratio_1,MLP,edge_ratio,1,0.8779999999999999,0.8460000000000001,0.7060000000000001,0.8459999999999999,0.746,0.5879999999999999,0.7770588235294118
PCA,appendicitis,_delaunay_edge_ratio_1,QDA,edge_ratio,1,0.8160000000000001,0.792,0.652,0.7979999999999999,0.6980000000000001,0.506,0.7226470588235294
PCA,appendicitis,_delaunay_edge_ratio_1,RF,edge_ratio,1,0.8099999999999999,0.788,0.5780000000000001,0.79,0.642,0.446,0.6844117647058823
PCA,appendicitis,_delaunay_edge_ratio_1,SGD,edge_ratio,1,0.8560000000000001,0.726,0.5700000000000001,0.7099999999999999,0.5559999999999999,0.33199999999999996,0.648235294117647
PCA,appendicitis,_delaunay_edge_ratio_1,SVM,edge_ratio,1,0.6460000000000001,0.792,0.196,0.7059999999999998,0.0,0.0,0.49411764705882355
PCA,appendicitis,_delaunay_edge_ratio_4,ABC,edge_ratio,4,0.7779999999999999,0.716,0.538,0.726,0.592,0.366,0.628235294117647
PCA,appendicitis,_delaunay_edge_ratio_4,DTREE,edge_ratio,4,0.758,0.716,0.454,0.722,0.53,0.298,0.585
PCA,appendicitis,_delaunay_edge_ratio_4,GNB,edge_ratio,4,0.79,0.756,0.578,0.764,0.6279999999999999,0.42800000000000005,0.6658823529411764
PCA,appendicitis,_delaunay_edge_ratio_4,KNN,edge_ratio,4,0.798,0.762,0.5320000000000001,0.768,0.604,0.392,0.6476470588235294
PCA,appendicitis,_delaunay_edge_ratio_4,LRG,edge_ratio,4,0.8600000000000001,0.858,0.526,0.842,0.6279999999999999,0.41999999999999993,0.6923529411764706
PCA,appendicitis,_delaunay_edge_ratio_4,MLP,edge_ratio,4,0.8800000000000001,0.8460000000000001,0.706,0.8459999999999999,0.748,0.592,0.7770588235294118
PCA,appendicitis,_delaunay_edge_ratio_4,QDA,edge_ratio,4,0.8220000000000001,0.8,0.654,0.8059999999999998,0.702,0.514,0.7285294117647059
PCA,appendicitis,_delaunay_edge_ratio_4,RF,edge_ratio,4,0.8100000000000002,0.8019999999999999,0.58,0.8,0.6460000000000001,0.454,0.6902941176470587
PCA,appendicitis,_delaunay_edge_ratio_4,SGD,edge_ratio,4,0.8119999999999999,0.8300000000000001,0.586,0.8160000000000001,0.5960000000000001,0.458,0.7079411764705883
PCA,appendicitis,_delaunay_edge_ratio_4,SVM,edge_ratio,4,0.6460000000000001,0.792,0.196,0.7059999999999998,0.0,0.0,0.49411764705882355
PCA,appendicitis,_delaunay_edge_ratio_9,ABC,edge_ratio,9,0.7380000000000001,0.7260000000000001,0.426,0.726,0.458,0.27799999999999997,0.576764705882353
PCA,appendicitis,_delaunay_edge_ratio_9,DTREE,edge_ratio,9,0.7340000000000001,0.708,0.45199999999999996,0.7180000000000001,0.53,0.3,0.5791176470588235
PCA,appendicitis,_delaunay_edge_ratio_9,GNB,edge_ratio,9,0.798,0.764,0.5820000000000001,0.772,0.632,0.43600000000000005,0.6717647058823528
PCA,appendicitis,_delaunay_edge_ratio_9,KNN,edge_ratio,9,0.7879999999999999,0.744,0.5,0.75,0.576,0.352,0.6217647058823529
PCA,appendicitis,_delaunay_edge_ratio_9,LRG,edge_ratio,9,0.8600000000000001,0.858,0.526,0.842,0.6279999999999999,0.41999999999999993,0.6923529411764706
PCA,appendicitis,_delaunay_edge_ratio_9,MLP,edge_ratio,9,0.8800000000000001,0.8480000000000001,0.668,0.8480000000000001,0.728,0.5619999999999999,0.7579411764705881
PCA,appendicitis,_delaunay_edge_ratio_9,QDA,edge_ratio,9,0.8220000000000001,0.8,0.654,0.8059999999999998,0.704,0.516,0.7285294117647059
PCA,appendicitis,_delaunay_edge_ratio_9,RF,edge_ratio,9,0.8,0.7819999999999999,0.49800000000000005,0.778,0.58,0.368,0.6402941176470588
PCA,appendicitis,_delaunay_edge_ratio_9,SGD,edge_ratio,9,0.8240000000000001,0.712,0.6759999999999999,0.7120000000000001,0.562,0.40599999999999997,0.6947058823529411
PCA,appendicitis,_delaunay_edge_ratio_9,SVM,edge_ratio,9,0.6460000000000001,0.792,0.196,0.7059999999999998,0.0,0.0,0.49411764705882355
PCA,appendicitis,_delaunay_max_solid_angle_1,ABC,max_solid_angle,1,0.7779999999999999,0.736,0.5740000000000001,0.75,0.6299999999999999,0.41800000000000004,0.6541176470588235
PCA,appendicitis,_delaunay_max_solid_angle_1,DTREE,max_solid_angle,1,0.696,0.64,0.388,0.6539999999999999,0.33999999999999997,0.202,0.5138235294117648
PCA,appendicitis,_delaunay_max_solid_angle_1,GNB,max_solid_angle,1,0.798,0.764,0.5820000000000001,0.772,0.632,0.43600000000000005,0.6717647058823528
PCA,appendicitis,_delaunay_max_solid_angle_1,KNN,max_solid_angle,1,0.7700000000000001,0.7419999999999999,0.5,0.75,0.5800000000000001,0.362,0.6217647058823529
PCA,appendicitis,_delaunay_max_solid_angle_1,LRG,max_solid_angle,1,0.818,0.8280000000000001,0.44400000000000006,0.806,0.49000000000000005,0.32399999999999995,0.6364705882352941
PCA,appendicitis,_delaunay_max_solid_angle_1,MLP,max_solid_angle,1,0.8560000000000001,0.8099999999999999,0.66,0.8140000000000001,0.704,0.526,0.7344117647058823
PCA,appendicitis,_delaunay_max_solid_angle_1,QDA,max_solid_angle,1,0.8300000000000001,0.8,0.692,0.8079999999999998,0.728,0.5479999999999999,0.7476470588235294
PCA,appendicitis,_delaunay_max_solid_angle_1,RF,max_solid_angle,1,0.7520000000000001,0.718,0.484,0.728,0.55,0.32999999999999996,0.5991176470588235
PCA,appendicitis,_delaunay_max_solid_angle_1,SGD,max_solid_angle,1,0.82,0.682,0.5860000000000001,0.658,0.46399999999999997,0.3,0.6329411764705883
PCA,appendicitis,_delaunay_max_solid_angle_1,SVM,max_solid_angle,1,0.648,0.8019999999999999,0.198,0.71,0.0,0.0,0.5
PCA,appendicitis,_delaunay_max_solid_angle_4,ABC,max_solid_angle,4,0.788,0.754,0.5780000000000001,0.7619999999999999,0.626,0.426,0.6658823529411764
PCA,appendicitis,_delaunay_max_solid_angle_4,DTREE,max_solid_angle,4,0.788,0.7340000000000001,0.592,0.7459999999999999,0.624,0.422,0.6632352941176471
PCA,appendicitis,_delaunay_max_solid_angle_4,GNB,max_solid_angle,4,0.798,0.764,0.5820000000000001,0.772,0.632,0.43600000000000005,0.6717647058823528
PCA,appendicitis,_delaunay_max_solid_angle_4,KNN,max_solid_angle,4,0.7779999999999999,0.744,0.462,0.748,0.546,0.32199999999999995,0.6026470588235294
