DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x18data,GNB,0.6759999999999999,1.0,0.5820000000000001,5.0,0.6040000000000001,4.0,0.5780000000000001,6.0,0.61,3.0,0.6540000000000001,2.0,aspect_ratio,1,REC
appendicitis,GNB,0.7799999999999999,1.0,0.764,2.5,0.7559999999999999,4.0,0.764,2.5,0.746,6.0,0.7539999999999999,5.0,aspect_ratio,1,REC
autoUniv-au1-1000,GNB,0.726,1.0,0.67,5.5,0.6740000000000002,4.0,0.67,5.5,0.6819999999999999,3.0,0.684,2.0,aspect_ratio,1,REC
climate-simulation-craches,GNB,0.546,5.0,0.584,3.0,0.5920000000000001,2.0,0.614,1.0,0.474,6.0,0.5539999999999999,4.0,aspect_ratio,1,REC
colon32,GNB,0.8879999999999999,3.5,0.8879999999999999,3.5,0.8879999999999999,3.5,0.8879999999999999,3.5,0.8879999999999999,3.5,0.8879999999999999,3.5,aspect_ratio,1,REC
fertility-diagnosis,GNB,0.8420000000000001,1.0,0.8200000000000001,2.0,0.772,5.0,0.7700000000000001,6.0,0.78,4.0,0.8019999999999999,3.0,aspect_ratio,1,REC
habermans-survival,GNB,0.748,3.5,0.748,3.5,0.74,6.0,0.7440000000000001,5.0,0.7759999999999999,1.0,0.762,2.0,aspect_ratio,1,REC
indian-liver-patient,GNB,0.5900000000000001,1.0,0.5740000000000001,3.5,0.588,2.0,0.5740000000000001,3.5,0.5700000000000001,5.0,0.54,6.0,aspect_ratio,1,REC
ionosphere,GNB,0.8099999999999999,4.0,0.8119999999999999,3.0,0.8019999999999999,5.0,0.8220000000000001,1.0,0.8160000000000001,2.0,0.8,6.0,aspect_ratio,1,REC
lsvt-voice-rehabilitation,GNB,0.438,5.5,0.454,2.5,0.454,2.5,0.462,1.0,0.438,5.5,0.446,4.0,aspect_ratio,1,REC
ozone-eighthr,GNB,0.6920000000000001,4.0,0.7140000000000001,3.0,0.764,1.0,0.728,2.0,0.662,5.0,0.62,6.0,aspect_ratio,1,REC
ozone-onehr,GNB,0.7240000000000001,4.0,0.758,3.0,0.784,2.0,0.7879999999999999,1.0,0.6859999999999999,5.0,0.6639999999999999,6.0,aspect_ratio,1,REC
parkinsons,GNB,0.7060000000000001,1.0,0.6960000000000001,3.0,0.7020000000000001,2.0,0.68,4.0,0.6699999999999999,5.5,0.67,5.5,aspect_ratio,1,REC
phoneme,GNB,0.784,1.0,0.7459999999999999,2.0,0.7300000000000001,5.0,0.722,6.0,0.732,4.0,0.7440000000000001,3.0,aspect_ratio,1,REC
pima-indians-diabetes,GNB,0.6359999999999999,6.0,0.6479999999999999,2.5,0.6479999999999999,2.5,0.642,4.5,0.642,4.5,0.65,1.0,aspect_ratio,1,REC
planning-relax,GNB,0.654,1.0,0.526,6.0,0.5920000000000001,2.0,0.564,4.0,0.5760000000000001,3.0,0.5599999999999999,5.0,aspect_ratio,1,REC
qsar-biodegradation,GNB,0.6799999999999999,4.0,0.6900000000000001,1.0,0.6780000000000002,5.5,0.6779999999999999,5.5,0.6859999999999999,2.0,0.6839999999999999,3.0,aspect_ratio,1,REC
saheart,GNB,0.698,1.0,0.682,3.0,0.6839999999999999,2.0,0.6759999999999999,5.5,0.6779999999999999,4.0,0.6759999999999999,5.5,aspect_ratio,1,REC
seismic-bumps,GNB,0.35600000000000004,5.0,0.348,6.0,0.4320000000000001,2.0,0.43,3.0,0.442,1.0,0.386,4.0,aspect_ratio,1,REC
spambase,GNB,0.774,1.5,0.774,1.5,0.768,3.5,0.768,3.5,0.6639999999999999,6.0,0.75,5.0,aspect_ratio,1,REC
spectf-heart,GNB,0.7120000000000001,3.0,0.7380000000000001,1.0,0.71,4.0,0.7300000000000001,2.0,0.7,6.0,0.7060000000000001,5.0,aspect_ratio,1,REC
statlog-german-credit,GNB,0.426,2.5,0.422,4.0,0.426,2.5,0.41600000000000004,5.0,0.414,6.0,0.4280000000000001,1.0,aspect_ratio,1,REC
statlog-german-credit-numeric,GNB,0.6960000000000001,1.0,0.642,5.0,0.6839999999999999,2.0,0.6459999999999999,4.0,0.65,3.0,0.638,6.0,aspect_ratio,1,REC
thoracic-surgery,GNB,0.648,2.0,0.4,5.0,0.4320000000000001,3.0,0.406,4.0,0.394,6.0,0.716,1.0,aspect_ratio,1,REC
thyroid-hypothyroid,GNB,0.948,1.0,0.9359999999999999,3.0,0.932,4.0,0.91,5.0,0.8959999999999999,6.0,0.942,2.0,aspect_ratio,1,REC
thyroid-sick-euthyroid,GNB,0.792,1.0,0.7060000000000001,4.0,0.7659999999999999,2.0,0.732,3.0,0.6559999999999999,5.0,0.584,6.0,aspect_ratio,1,REC
vertebra-column-2c,GNB,0.784,1.0,0.7740000000000001,4.0,0.7759999999999999,3.0,0.7659999999999999,6.0,0.77,5.0,0.7779999999999999,2.0,aspect_ratio,1,REC
wdbc,GNB,0.8100000000000002,2.0,0.8119999999999999,1.0,0.8059999999999998,3.0,0.8039999999999999,4.0,0.7939999999999999,6.0,0.8019999999999999,5.0,aspect_ratio,1,REC
wholesale-channel,GNB,0.8880000000000001,2.0,0.89,1.0,0.8859999999999999,3.5,0.8799999999999999,5.5,0.8859999999999999,3.5,0.8799999999999999,5.5,aspect_ratio,1,REC
wilt,GNB,0.95,1.0,0.782,3.5,0.7780000000000001,5.0,0.7879999999999999,2.0,0.752,6.0,0.782,3.5,aspect_ratio,1,REC
